ONTOLOGY,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
BP,GO:0015711,organic anion transport,65/1296,451/18888,9.48598962050274e-09,1.452937410207e-06,1.05399884672253e-06,LEP/SFXN3/SLC6A8/SLCO2A1/NTRK2/PLIN2/ABCD3/SLC16A10/ABCG2/ABAT/SLC16A3/SLCO2B1/SLC2A14/SPX/LRRC8A/SLC23A2/SLC2A1/SLC38A3/MIF/FOLR2/SLC16A1/SLC1A6/SLCO4A1/SLC26A2/PRKG1/SLC2A3/SLC25A5/SLC4A4/RGS4/SLC17A5/SLC27A2/SFXN2/SLC16A4/SLC22A3/FABP4/SLC1A1/PTGES/SLC35A3/ABCC2/RBP7/PLA2G10/GJA1/ANKH/SLC5A12/SLC1A2/SLC11A1/SLC7A4/SLC38A6/CR1/EMB/NMUR2/SLC35D1/ABCB1/SLC6A6/SLC4A7/SLC38A4/SLC26A6/SLC7A7/SLC1A3/KMO/MFSD12/SLC16A12/SLC6A15/EDN1/SLCO4C1,65
BP,GO:0060485,mesenchyme development,53/1296,336/18888,1.05170501617731e-08,1.56732471870315e-06,1.13697839586736e-06,EFNB1/ENG/SEMA4C/PKD2/SEMA3D/NOG/RFLNB/SFRP1/IGF1/HEY1/BMP5/EFNA1/SPRED1/PDPN/BMPR2/FRZB/FGF10/MAD2L2/CITED2/BASP1/FN1/WNT2/GATA3/KITLG/BMP4/RDH10/TCF21/TCF7L2/PRICKLE1/SEMA6A/MEF2C/BNC2/TGFBR2/SEMA6D/MIR221/EPHA3/ZNF703/COL1A1/SNAI2/RANBP3L/TBX5/ACVRL1/HAS2/BAMBI/LEF1/TGFB1/NRP2/FGF9/ACTA2/ACTG2/ALDH1A2/EDN1/SEMA5A,53
BP,GO:0036294,cellular response to decreased oxygen levels,33/1296,161/18888,1.14582637782709e-08,1.63863264537713e-06,1.18870703328047e-06,NDRG1/PIK3CB/ERO1A/INHBA/HILPDA/EGLN3/AK4/DNMT3A/SFRP1/PRKCE/EGLN1/CPEB4/CYBB/BAD/NPEPPS/CYSLTR1/AQP1/PMAIP1/SUV39H1/NFE2L2/CITED2/STC2/PDK1/HMOX1/HYOU1/DDR2/AIFM1/PTGIS/VEGFA/TGFB1/STC1/NDP/EDN1,33
BP,GO:0010631,epithelial cell migration,57/1296,375/18888,1.15898935744846e-08,1.63863264537713e-06,1.18870703328047e-06,SASH1/PIK3CB/SCARB1/PLPP3/ADAM9/PRKCE/HDAC9/KIT/SLIT2/RAB25/EFNA1/SPRED1/KLF4/PIK3CG/BMPR2/FGF10/NFE2L2/ENPP2/RHOB/ZEB2/JUP/GATA3/KITLG/HMOX1/GLUL/ADGRA2/DOCK5/S100A12/PRKCA/SRPX2/VEGFC/MEF2C/MIR320A/PTPRR/TGFBR2/CORO1A/MIR221/PRKD1/EPHB4/MEOX2/FGF7/VEGFA/ANGPT1/SNAI2/FAT2/CDH13/FAP/ACVRL1/DNAJA4/HAS2/TGFB1/NRP2/CTSH/STC1/EDN1/TACSTD2/SEMA5A,57
BP,GO:0060541,respiratory system development,40/1296,220/18888,1.25812476100124e-08,1.6971300398318e-06,1.23114257514095e-06,MME/NOG/ERRFI1/DISP1/CRH/ELK1/MMP14/PDPN/BMPR2/FGF10/BASP1/WNT2/ABCA12/FOSL2/MSC/ITGB6/BMP4/RDH10/TCF21/DLX5/COL6A1/CTSZ/CEBPA/RSPO2/TGFBR2/FGF7/VEGFA/TMEM38B/COL3A1/ASS1/TBX5/MYOCD/LEF1/PDGFRA/FGF9/CTSH/LOX/CRISPLD2/HEG1/ALDH1A2,40
BP,GO:0001822,kidney development,51/1296,319/18888,1.26192113951947e-08,1.6971300398318e-06,1.23114257514095e-06,MME/NPNT/PKD2/NOG/SFRP1/MTSS1/PLCE1/SLIT2/KLHL3/AQP1/LAMB2/GREB1L/FGF10/BASP1/GATA3/BMP6/CYP26A1/BMP4/RDH10/TCF21/PROM1/MEF2C/PBX1/SDC4/VEGFA/ANGPT1/GCNT4/WFS1/ADAMTS6/SULF2/AGTR1/RARB/PODXL/BICC1/ASS1/NOTCH2/RGN/PCSK5/EPCAM/HAS2/GCNT1/HPGD/PDGFRA/CAT/CTSH/ACTA2/ARG2/ALDH1A2/EDN1/PDGFD/TACSTD2,51
BP,GO:0050920,regulation of chemotaxis,41/1296,229/18888,1.31362136617666e-08,1.70243019405107e-06,1.23498744581144e-06,TPBG/SEMA4C/SEMA3D/DUSP1/NEDD9/MIF/SLAMF1/MTUS1/SERPINE1/C5/SLIT2/LYN/BMPR2/NCKAP1L/FGF10/AIF1/CX3CR1/ADGRA2/ST6GAL1/VEGFC/CSF1/SEMA6A/C3AR1/MPP1/CMKLR1/MIR223/SEMA6D/PRKD1/VEGFA/CDH13/CCR7/CXCL8/LPAR1/CCL2/TGFB1/PDGFRA/P2RY12/GPR183/EDN1/PDGFD/SEMA5A,41
BP,GO:0071456,cellular response to hypoxia,32/1296,154/18888,1.34550495481934e-08,1.70243019405107e-06,1.23498744581144e-06,NDRG1/PIK3CB/ERO1A/INHBA/HILPDA/EGLN3/AK4/DNMT3A/SFRP1/PRKCE/EGLN1/CYBB/BAD/NPEPPS/CYSLTR1/AQP1/PMAIP1/SUV39H1/NFE2L2/CITED2/STC2/PDK1/HMOX1/HYOU1/DDR2/AIFM1/PTGIS/VEGFA/TGFB1/STC1/NDP/EDN1,32
BP,GO:2000146,negative regulation of cell motility,59/1296,396/18888,1.35848619039258e-08,1.70243019405107e-06,1.23498744581144e-06,ENG/LIMCH1/NOG/DUSP1/NEDD9/ZMYND8/SFRP1/MIF/SERPINE1/CD200R1/C5/PTPRU/BMP5/SLIT2/SPRED1/EPHA1/PRKG1/KLF4/STK24/NFE2L2/AIF1/RHOB/CITED2/ZEB2/JUP/GATA3/MIR218-1/HMOX1/DACH1/CX3CR1/SRGAP2/BMP4/MEF2C/MIR320A/PTPRR/MIR223/SEMA6D/MIR221/MEOX2/GJA1/DPYSL3/COL3A1/MCTP1/CCL28/TBX5/TCAF1/PLCB1/ACVRL1/CDH11/RGN/MYOCD/CCL2/DNAJA4/TGFB1/TPM1/STC1/IL33/ADARB1/TACSTD2,59
BP,GO:0090132,epithelium migration,57/1296,378/18888,1.54883753607054e-08,1.89784226086511e-06,1.37674447650715e-06,SASH1/PIK3CB/SCARB1/PLPP3/ADAM9/PRKCE/HDAC9/KIT/SLIT2/RAB25/EFNA1/SPRED1/KLF4/PIK3CG/BMPR2/FGF10/NFE2L2/ENPP2/RHOB/ZEB2/JUP/GATA3/KITLG/HMOX1/GLUL/ADGRA2/DOCK5/S100A12/PRKCA/SRPX2/VEGFC/MEF2C/MIR320A/PTPRR/TGFBR2/CORO1A/MIR221/PRKD1/EPHB4/MEOX2/FGF7/VEGFA/ANGPT1/SNAI2/FAT2/CDH13/FAP/ACVRL1/DNAJA4/HAS2/TGFB1/NRP2/CTSH/STC1/EDN1/TACSTD2/SEMA5A,57
BP,GO:0060537,muscle tissue development,63/1296,438/18888,1.73321405233939e-08,2.07759614882596e-06,1.50714265420817e-06,FLNB/ENG/HSD17B1/BTG2/PKD2/NOG/DSP/NEURL1/JPH2/FHL2/RCAN1/IGF1/EGLN1/HLF/PLEC/HEY1/IGSF8/HDAC9/BMP5/ALPK3/PRKG1/CITED2/WNT2/FOSL2/RGS4/MSC/ASB2/BMP4/TCF21/NR1D2/SGCB/NEBL/KEL/PRICKLE1/COL6A1/MYLK/MEF2C/GPCPD1/MEOX2/SLC8A1/GJA1/MEIS1/VEGFA/ARRB2/MYOZ1/COL3A1/RARB/TBX5/NOTCH2/GJC1/AKAP6/MYOCD/BVES/NOX4/LEF1/TGFB1/TPM1/PDGFRA/FGF9/LOX/HEG1/ALDH1A2/EDN1,63
BP,GO:0070663,regulation of leukocyte proliferation,45/1296,267/18888,1.7851644669627e-08,2.09433975975156e-06,1.51928890805336e-06,LEP/EFNB1/BCL6/CD28/PDE5A/VTCN1/IGF1/MIF/SLAMF1/KIT/LYN/IDO1/EBI3/NCKAP1L/FGF10/AIF1/SH3RF1/KITLG/BMP4/ST6GAL1/CSF1/LRRC32/VSIR/MEF2C/NFATC2/SDC4/TGFBR2/CORO1A/VSIG4/LST1/PDCD1LG2/MNDA/PNP/CSF2RB/CLC/CR1/TLR4/CCL8/TWSG1/PELI1/MIR181B1/GPR183/VCAM1/IL33/ARG2,45
BP,GO:0097305,response to alcohol,44/1296,259/18888,2.01151105792315e-08,2.31072332778921e-06,1.67625921493596e-06,LEP/INHBA/SOD1/ABAT/DNMT3A/GNG2/SLC23A2/SFRP1/HSD3B2/PRKCE/OPRK1/CRH/CYBB/CDO1/SLIT2/ADCY7/KLF4/CLDN1/JUP/SH3RF1/RGS4/ST6GAL1/SCN11A/TGFBR2/TBXAS1/AIFM1/PRKD1/ACACA/USP46/GPR155/CCR7/SPINK1/ABCA1/PTGFR/ADCY3/SLIT3/TGFB1/S100A8/HPGD/LRP8/CAT/PARP1/VCAM1/MAOB,44
BP,GO:0030336,negative regulation of cell migration,57/1296,381/18888,2.0611113355507e-08,2.3193812049442e-06,1.68253986575567e-06,ENG/LIMCH1/NOG/DUSP1/NEDD9/ZMYND8/SFRP1/MIF/SERPINE1/CD200R1/C5/PTPRU/BMP5/SLIT2/SPRED1/EPHA1/PRKG1/KLF4/STK24/NFE2L2/AIF1/RHOB/CITED2/ZEB2/JUP/MIR218-1/HMOX1/DACH1/CX3CR1/SRGAP2/BMP4/MEF2C/MIR320A/PTPRR/MIR223/SEMA6D/MIR221/MEOX2/GJA1/DPYSL3/COL3A1/MCTP1/CCL28/TBX5/TCAF1/PLCB1/ACVRL1/CDH11/MYOCD/CCL2/DNAJA4/TGFB1/TPM1/STC1/IL33/ADARB1/TACSTD2,57
BP,GO:0007411,axon guidance,41/1296,234/18888,2.48284267778039e-08,2.68439108338844e-06,1.94732759041599e-06,EFNB1/EPHB6/SEMA4C/SEMA3D/NOG/CNTN5/B3GNT2/LAMA2/SLIT2/EFNA1/MATN2/LAMB2/APBB2/TNR/BMPR2/GATA3/CHN1/PALLD/UNC5C/EPHB3/FLRT3/DLX5/SEMA6A/NRCAM/L1CAM/SEMA6D/EPHA3/GAP43/PLA2G10/VEGFA/NOTCH2/CNTN6/EMB/SLIT3/CNTN4/NRP2/ALCAM/NEXN/NDP/EDN1/SEMA5A,41
BP,GO:0097485,neuron projection guidance,41/1296,234/18888,2.48284267778039e-08,2.68439108338844e-06,1.94732759041599e-06,EFNB1/EPHB6/SEMA4C/SEMA3D/NOG/CNTN5/B3GNT2/LAMA2/SLIT2/EFNA1/MATN2/LAMB2/APBB2/TNR/BMPR2/GATA3/CHN1/PALLD/UNC5C/EPHB3/FLRT3/DLX5/SEMA6A/NRCAM/L1CAM/SEMA6D/EPHA3/GAP43/PLA2G10/VEGFA/NOTCH2/CNTN6/EMB/SLIT3/CNTN4/NRP2/ALCAM/NEXN/NDP/EDN1/SEMA5A,41
BP,GO:0030282,bone mineralization,28/1296,127/18888,2.79684449103192e-08,2.96573086991346e-06,2.15141883925532e-06,LEP/FBN2/RFLNB/IGF1/KL/ECM1/ENPP1/BMPR2/FOSL2/BMP6/BMP4/PRICKLE1/COL6A1/MEF2C/VDR/COL1A2/NOTUM/RSPO2/DDR2/LTF/SLC8A1/GJA1/ANKH/TMEM38B/ATP2B1/MINPP1/LOX/SNX10,28
BP,GO:0051216,cartilage development,38/1296,209/18888,2.893400208949e-08,3.01022806644242e-06,2.18369827090491e-06,LEP/NOG/RFLNB/ERRFI1/SOX5/COL27A1/MAF/ECM1/NFIA/BMP5/SLC26A2/BMPR2/FRZB/GATA3/FOSL2/BMP6/BMP4/COL6A1/MEF2C/NFATC2/RSPO2/TGFBR2/COL1A1/SNAI2/CHST11/COL3A1/SULF2/RARB/ACVRL1/CYTL1/TWSG1/PRRX1/TGFB1/FGF9/STC1/EDN1/GHR/EPYC,38
BP,GO:0007409,axonogenesis,64/1296,455/18888,3.16531964587783e-08,3.20596657862492e-06,2.32569211361982e-06,EFNB1/EPHB6/SEMA4C/NTRK2/SEMA3D/NOG/S100A6/CNTN5/B3GNT2/LAMA2/ANK3/RAPH1/KIAA0319/SLIT2/EFNA1/MATN2/LAMB2/APBB2/PRKG1/TRAK1/TNR/BMPR2/FN1/GATA3/CHN1/C9orf72/PALLD/UNC5C/NIN/EPHB3/FLRT3/DLX5/KEL/PRICKLE1/SEMA6A/SCN11A/NRCAM/SIPA1L1/L1CAM/SEMA6D/B4GALT6/EPHA3/GAP43/PLA2G10/VEGFA/NOTCH2/CNTN6/EMB/UST/SLIT3/CDH11/PLPPR4/CNTN4/SKIL/NRP2/ATP8A2/ALCAM/CDKL5/NEXN/SPP1/ADARB1/NDP/EDN1/SEMA5A,64
BP,GO:0014909,smooth muscle cell migration,24/1296,98/18888,3.19782665622725e-08,3.20596657862492e-06,2.32569211361982e-06,POSTN/IGF1/SERPINE1/SLIT2/PRKG1/NFE2L2/AIF1/MIR218-1/VTN/BMP4/DOCK5/DDR1/MEF2C/MIR223/SEMA6D/DDR2/MIR221/TLR4/MYOCD/LPAR1/HAS2/TPM1/FGF9/PDGFD,24
BP,GO:0014910,regulation of smooth muscle cell migration,23/1296,91/18888,3.26385007128209e-08,3.21372665947311e-06,2.33132147948721e-06,POSTN/IGF1/SERPINE1/SLIT2/PRKG1/NFE2L2/AIF1/MIR218-1/VTN/BMP4/DOCK5/MEF2C/MIR223/SEMA6D/DDR2/MIR221/TLR4/MYOCD/LPAR1/HAS2/TPM1/FGF9/PDGFD,23
BP,GO:0001503,ossification,63/1296,446/18888,3.45731015586267e-08,3.3444926665661e-06,2.42618256551767e-06,FSTL3/LEP/NPNT/LIMD1/NOG/FBN2/RFLNB/FHL2/SFRP1/IGF1/KL/ECM1/ENPP1/BMP5/NOCT/SLC26A2/MMP14/BMPR2/FOSL2/BMP6/BMP4/JUNB/DLX5/VEGFC/CSF1/PRICKLE1/COL6A1/MEF2C/VDR/COL1A2/MIR320A/CEBPA/NOTUM/PBX1/RSPO2/DDR2/PRKD1/LTF/SLC8A1/GJA1/ANKH/COL1A1/SNAI2/TMEM38B/COL5A2/RANBP3L/CDH11/ATP2B1/TWSG1/CYP24A1/CALCR/BAMBI/LEF1/MINPP1/CAT/FGF9/LOX/SNX10/STC1/RORB/SPP1/IGSF10/CHRDL1,63
BP,GO:0071453,cellular response to oxygen levels,34/1296,177/18888,3.801053076496e-08,3.61362183858602e-06,2.62141591482483e-06,NDRG1/PIK3CB/ERO1A/INHBA/HILPDA/EGLN3/AK4/DNMT3A/SFRP1/PRKCE/EGLN1/CPEB4/CYBB/BAD/NPEPPS/CYSLTR1/AQP1/PMAIP1/SUV39H1/NFE2L2/CITED2/STC2/PDK1/HMOX1/HYOU1/DDR2/AIFM1/PTGIS/VEGFA/LPAR1/TGFB1/STC1/NDP/EDN1,34
BP,GO:0014706,striated muscle tissue development,44/1296,265/18888,4.04151542974127e-08,3.77710442027006e-06,2.74001046084154e-06,ENG/NOG/DSP/JPH2/FHL2/IGF1/EGLN1/PLEC/HEY1/BMP5/ALPK3/PRKG1/CITED2/WNT2/RGS4/MSC/ASB2/BMP4/SGCB/NEBL/PRICKLE1/MEF2C/SLC8A1/GJA1/MEIS1/VEGFA/ARRB2/RARB/TBX5/NOTCH2/GJC1/AKAP6/MYOCD/BVES/NOX4/LEF1/TGFB1/TPM1/PDGFRA/FGF9/LOX/HEG1/ALDH1A2/EDN1,44
BP,GO:0048738,cardiac muscle tissue development,42/1296,248/18888,4.60334553702548e-08,4.23047454852642e-06,3.06889702468365e-06,ENG/NOG/DSP/JPH2/FHL2/IGF1/EGLN1/PLEC/HEY1/BMP5/ALPK3/PRKG1/CITED2/WNT2/RGS4/MSC/ASB2/BMP4/SGCB/NEBL/PRICKLE1/MEF2C/SLC8A1/GJA1/MEIS1/VEGFA/ARRB2/RARB/TBX5/NOTCH2/GJC1/AKAP6/MYOCD/BVES/NOX4/TGFB1/TPM1/PDGFRA/FGF9/HEG1/ALDH1A2/EDN1,42
BP,GO:0032943,mononuclear cell proliferation,49/1296,315/18888,5.89027398377931e-08,5.32442143386215e-06,3.86247474346184e-06,LEP/EFNB1/BCL6/CD28/PDE5A/VTCN1/IGF1/MIF/SLAMF1/DOCK8/LYN/PIK3CG/IDO1/EBI3/NCKAP1L/FGF10/AIF1/SH3RF1/FOSL2/KITLG/ELF4/BMP4/ST6GAL1/CSF1/LRRC32/VSIR/MEF2C/NFATC2/SDC4/TGFBR2/CORO1A/DOCK2/VSIG4/GJA1/CD180/LST1/SLC11A1/PDCD1LG2/MNDA/PNP/CLC/CR1/TLR4/TWSG1/PELI1/LEF1/GPR183/VCAM1/ARG2,49
BP,GO:0048762,mesenchymal cell differentiation,44/1296,269/18888,6.33923429116003e-08,5.63782869055748e-06,4.08982857494195e-06,EFNB1/ENG/SEMA4C/SEMA3D/NOG/RFLNB/SFRP1/IGF1/HEY1/BMP5/EFNA1/SPRED1/PDPN/FRZB/FGF10/MAD2L2/CITED2/FN1/WNT2/GATA3/KITLG/BMP4/RDH10/TCF21/TCF7L2/SEMA6A/MEF2C/TGFBR2/SEMA6D/MIR221/EPHA3/ZNF703/COL1A1/SNAI2/RANBP3L/TBX5/HAS2/BAMBI/LEF1/TGFB1/NRP2/ALDH1A2/EDN1/SEMA5A,44
BP,GO:0061448,connective tissue development,46/1296,288/18888,6.67641625708516e-08,5.84345384786787e-06,4.23899444894296e-06,LEP/HSD17B1/NOG/RFLNB/ARRDC3/ERRFI1/SOX5/COL27A1/MAF/ECM1/NFIA/BMP5/SLC26A2/BMPR2/FRZB/GATA3/FOSL2/BMP6/BMP4/CSF1/COL6A1/MEF2C/NFATC2/RSPO2/TGFBR2/SH3PXD2B/COL1A1/SNAI2/CHST11/COL3A1/SULF2/RARB/ACVRL1/CYTL1/TWSG1/PRRX1/TGFB1/FGF9/PARP1/LOX/STC1/ACTA2/EDN1/PDGFD/GHR/EPYC,46
BP,GO:0009410,response to xenobiotic stimulus,62/1296,444/18888,6.79979517900217e-08,5.85844853390906e-06,4.24987198687636e-06,ENG/PLIN2/CYP2J2/SOD1/ABCD3/HSD11B2/ERRFI1/ABAT/SLCO2B1/DNMT3A/GCLM/SFRP1/GSTA3/CRH/CYBB/ATP1A1/NPC1/LYN/NCEH1/NCKAP1L/NFE2L2/CCND1/VAV1/FOSL2/BCAR3/FMO1/CYP26A1/S100A12/ACER2/SHANK2/VEGFC/PRICKLE1/COL6A1/MEF2C/SCN11A/NFATC2/SLC1A1/GSTA4/HSPG2/TGFBR2/ABCC2/COL1A1/SLC1A2/PNP/ASS1/ABCA1/PDE3A/SULT1B1/ABCC9/CPS1/ABCB1/CBR1/LRP8/CAT/SLC1A3/LOX/SLC28A2/AADAC/MAOB/EDN1/GSTM3/CDH3,62
BP,GO:0043410,positive regulation of MAPK cascade,65/1296,475/18888,7.09900857869668e-08,5.96553301209577e-06,4.32755387166904e-06,FLT1/SASH1/TPBG/LEP/NPNT/INHBA/SEMA4C/NTRK2/SOD1/MID1/ADAM9/IGF1/PRKCE/OPRK1/MIF/KL/SLAMF1/KIT/WWC1/EFNA1/RELL1/PIK3CG/FGF10/P2RY1/GPER1/SH3RF1/BCAR3/BMP4/S100A12/PRKCA/PDGFC/MEF2C/ADRA2C/DOK5/CD4/VEGFA/ANGPT1/ARRB2/CCR7/DOK6/PLCB1/NOTCH2/IGFBP4/FZD10/TLR4/ADRB3/CCL8/LPAR1/NOX4/CCL2/CALCR/FGG/XDH/NAIP/TGFB1/LAPTM5/PDGFRA/MIR181A2/MIR181B1/GPR183/ACTA2/EDN1/PDGFD/F2R/GHR,65
BP,GO:0010632,regulation of epithelial cell migration,47/1296,298/18888,7.14046388825391e-08,5.96553301209577e-06,4.32755387166904e-06,SASH1/PIK3CB/SCARB1/PLPP3/ADAM9/PRKCE/HDAC9/SLIT2/RAB25/EFNA1/SPRED1/KLF4/PIK3CG/BMPR2/FGF10/NFE2L2/ENPP2/RHOB/JUP/GATA3/HMOX1/GLUL/ADGRA2/DOCK5/PRKCA/SRPX2/VEGFC/MEF2C/MIR320A/PTPRR/TGFBR2/MIR221/PRKD1/MEOX2/FGF7/VEGFA/ANGPT1/ACVRL1/DNAJA4/HAS2/TGFB1/NRP2/CTSH/STC1/EDN1/TACSTD2/SEMA5A,47
BP,GO:0042063,gliogenesis,52/1296,346/18888,7.37194574228633e-08,6.06700131686072e-06,4.40116163718587e-06,NDRG1/HEXB/NTRK2/NOG/SOD1/GPR17/GPR157/LAMA2/PLPP3/PLEC/SH3TC2/ASCL2/CYSLTR1/NFIA/LYN/MATN2/LAMB2/MMP14/SUN2/FGF10/LAMC3/P2RY1/ZEB2/ASPA/CX3CR1/VTN/SRGAP2/VEGFC/CSF1/COL6A1/HAPLN1/MIR221/B4GALT6/PLAG1/GAP43/CD9/NCMAP/COL3A1/TLR4/LPAR1/CCL2/LAMB1/LEF1/TGFB1/S100A8/P2RY12/LRP8/MIR181B1/GPR183/IL33/NDP/LDLR,52
BP,GO:0043491,phosphatidylinositol 3-kinase/protein kinase B signal transduction,47/1296,299/18888,7.92153662345706e-08,6.42343425613856e-06,4.65972742556297e-06,FLT1/TPBG/LEP/PIK3CB/ENG/NTRK2/PIK3R1/PIK3AP1/ERRFI1/CD28/IGF1/KIT/PIK3CG/PPP1R16B/FN1/GATA3/TYRO3/GPER1/CX3CR1/PIP5K1B/TCF7L2/INPP5F/COL6A1/PLEKHA1/PRKD1/ANGPT1/ARRB2/CCR7/NTS/COL6A3/PREX2/WDR91/NOX4/CALCR/XDH/SESN3/TGFB1/PDGFRA/P2RY12/SELP/CAT/LOX/PTPN13/NDP/EDN1/F2R/SEMA5A,47
BP,GO:0003012,muscle system process,63/1296,459/18888,1.0101669990608e-07,8.07255193162498e-06,5.85604057426549e-06,LEP/NPNT/SLC6A8/MYOF/CALM1/SOD1/SCN9A/DSP/ABAT/PDE5A/SPX/ALDOA/IGF1/ARHGAP42/KIT/ATP1A1/APBB2/PRKG1/PIK3CG/GUCY1A1/P2RY1/JUP/GPER1/NEDD4L/RGS4/KCNJ5/HMOX1/DOCK5/PRKCA/INPP5F/COL6A1/MYLK/SCN11A/ADRA2C/CRYAB/TACR3/PRKD1/SCN7A/SLC8A1/GJA1/CACNA2D1/MEIS1/MYOZ1/TMEM38B/SULF2/ABCC9/NMUR2/GJC1/AKAP6/MYOCD/ATP2B1/GATM/TPM1/ATP8A2/ATP1B1/PARP1/FGF12/DES/STC1/ACTA2/ARG2/EDN1/F2R,63
BP,GO:0050673,epithelial cell proliferation,65/1296,482/18888,1.23030921885448e-07,9.69132147537657e-06,7.03033839345417e-06,FLT1/LEP/PIK3CB/NOG/SCARB1/ERRFI1/APLN/TRIM24/SFRP1/MTSS1/IGF1/ECM1/BAD/LAMC1/KIT/BMP5/MMP14/PPP1R16B/BMPR2/FGF10/CLDN1/ZEB2/CCND1/WNT2/GATA3/BMP6/HMOX1/DACH1/BMP4/PRKCA/TCF7L2/DLX5/VEGFC/MEF2C/VDR/HSPG2/PRKD1/FGF7/VEGFA/ZNF703/SNAI2/LGR5/CASK/CDH13/SULF2/AGTR1/SPINK1/FAP/NOTCH2/ACVRL1/IGFBP4/RGN/CCL2/LAMB1/HAS2/XDH/TGFB1/SGPP2/NRP2/FGF9/PRL/ALDH1A2/TACSTD2/SEMA5A/CDH3,65
BP,GO:0010634,positive regulation of epithelial cell migration,33/1296,177/18888,1.25876485228626e-07,9.77581605000907e-06,7.09163297062682e-06,SASH1/PIK3CB/SCARB1/PLPP3/ADAM9/PRKCE/HDAC9/RAB25/PIK3CG/BMPR2/FGF10/NFE2L2/ENPP2/RHOB/GATA3/HMOX1/ADGRA2/DOCK5/PRKCA/SRPX2/VEGFC/TGFBR2/MIR221/PRKD1/FGF7/VEGFA/ANGPT1/HAS2/TGFB1/NRP2/CTSH/EDN1/SEMA5A,33
BP,GO:0032944,regulation of mononuclear cell proliferation,40/1296,241/18888,1.67197011664692e-07,1.28045044766544e-05,9.28872287026069e-06,LEP/EFNB1/BCL6/CD28/PDE5A/VTCN1/IGF1/MIF/SLAMF1/LYN/IDO1/EBI3/NCKAP1L/FGF10/AIF1/SH3RF1/KITLG/BMP4/ST6GAL1/CSF1/LRRC32/VSIR/MEF2C/NFATC2/SDC4/TGFBR2/CORO1A/VSIG4/LST1/PDCD1LG2/MNDA/PNP/CLC/CR1/TLR4/TWSG1/PELI1/GPR183/VCAM1/ARG2,40
BP,GO:0055074,calcium ion homeostasis,49/1296,326/18888,1.73934855030788e-07,1.3138038227942e-05,9.53067698798837e-06,PIK3CB/HEXB/ERO1A/TRPV6/CALM1/PKD2/SLC25A27/ANXA6/JPH2/GRIK2/TRIM24/PRKCE/KL/PLCE1/GRINA/LYN/JPH1/ITPR1/P2RY1/GPER1/STC2/UBASH3B/KEL/ITPR3/HERPUD1/VDR/CORO1A/PRKD1/SLC8A1/ANKH/XCR1/WFS1/TRPC6/TMEM38B/TMEM178A/CCR7/FAM20A/PLCB1/RGN/CCL8/AKAP6/ATP2B1/NT5E/ATP1B1/SNX10/STC1/ATP2C2/EDN1/F2R,49
BP,GO:0030323,respiratory tube development,35/1296,197/18888,1.815955555877e-07,1.35313228852781e-05,9.81597597771352e-06,MME/NOG/ERRFI1/CRH/ELK1/MMP14/PDPN/BMPR2/FGF10/WNT2/ABCA12/FOSL2/ITGB6/BMP4/RDH10/TCF21/COL6A1/CTSZ/CEBPA/RSPO2/TGFBR2/FGF7/VEGFA/TMEM38B/COL3A1/TBX5/PCSK5/MYOCD/PDGFRA/FGF9/CTSH/LOX/CRISPLD2/HEG1/ALDH1A2,35
BP,GO:0046651,lymphocyte proliferation,47/1296,308/18888,1.96186214935404e-07,1.44236105220509e-05,1.04632647965549e-05,LEP/EFNB1/BCL6/CD28/PDE5A/VTCN1/IGF1/MIF/SLAMF1/DOCK8/LYN/PIK3CG/IDO1/EBI3/NCKAP1L/FGF10/AIF1/SH3RF1/FOSL2/KITLG/ELF4/BMP4/LRRC32/VSIR/MEF2C/NFATC2/SDC4/TGFBR2/CORO1A/DOCK2/VSIG4/GJA1/CD180/LST1/SLC11A1/PDCD1LG2/MNDA/PNP/CLC/CR1/TLR4/TWSG1/PELI1/LEF1/GPR183/VCAM1/ARG2,47
BP,GO:0141091,transforming growth factor beta receptor superfamily signaling pathway,55/1296,388/18888,2.27389517174404e-07,1.64028317832953e-05,1.18990437310811e-05,FSTL3/HTRA4/NPNT/INHBA/ENG/TSC22D1/NOG/FBN2/HTRA1/SFRP1/LTBP1/ADAM9/GREM2/FKBP8/NFIA/BMP5/SPRED1/PMEPA1/MTMR4/BMPR2/FGF10/CITED2/ZEB2/BMP6/ITGB6/BMP4/RASL11B/FURIN/DLX5/LRRC32/COL1A2/TGFBR2/ARRB2/ZNF703/GPR155/CHST11/FMOD/COL3A1/NOTCH2/ACVRL1/MYOCD/TWSG1/BAMBI/LEF1/SKIL/TGFB1/HPGD/MIR181A2/FGF9/PARP1/LOX/NREP/NDP/CHRDL1/CDH3,55
BP,GO:0007589,body fluid secretion,22/1296,93/18888,2.29056591823311e-07,1.64028317832953e-05,1.18990437310811e-05,HK2/NEURL1/APLN/PRKCE/OPRK1/CDO1/NCOR2/AQP1/P2RY2/FGF10/CCND1/FOSL2/DDR1/PRICKLE1/VDR/GJA1/VEGFA/SPINK1/OAS2/XDH/PRL/EDN1,22
